rgstrd_mtr_vhcls_yr_mnfctre_31_jnry_lss_5_yrs_nm, business_exits_year_ended_30_june_number_non_employing_num, number_businesses_industry_30_june_arts_recreation_services_num, tourist_accommodation_establishments_30_june_15_rooms_num, rgstrd_mtr_vhcls_type_vhcle_31_jnry_hvy_rgd_trcks_nm, rgstrd_mtr_vhcls_yr_mnfctre_31_jnry_10_yrs_nm, rgstrd_mtr_vhcls_type_vhcle_31_jnry_mtrcycls_nm, bldng_apprvls_yr_endd_30_jne_ttl_vle_prvte_sctr_dwllng_unts_m, registered_motor_vehicles_type_vehicle_31_january_total_num, nmbr_bsnsss_indstry_30_jne_admnstrtve_spprt_srvcs_nm, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_mnfctrng_pc, rsdntl_prprty_prcs_yr_endd_30_jne_hss_nmbr_trnsfrs_nm, gccsa_name_2016, rgstrd_mtr_vhcls_yr_mnfctre_31_jnry_5_10_yrs_nm, indstry_emplynt_prtn_of_emplyd_prsn_cns_infrmt_mda_tlcmns_pc, indstry_emplynt_prtn_of_emplyd_prsn_cns_elctry_gs_wtr_wste_srvc, number_businesses_industry_30_june_wholesale_trade_num, number_of_businesses_by_industry_as_at_30_june_construction_num, number_businesses_30_june_of_employing_1_4_employees_num, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_whlsle_trde_pc, bsnss_entrs_yr_endd_30_jne_nmbr_emplyng_5_19_emplys_nm, indstry_emplynt_prtn_of_emplyd_prsn_cns_arts_rctn_srvc_pc, number_businesses_industry_30_june_manufacturing_num, rgstrd_mtr_vhcls_type_vhcle_31_jnry_nn_frght_crryng_trcks_nm, rgstrd_mtr_vhcls_type_vhcle_31_jnry_cmprvns_nm, indstry_emplynt_prtn_of_emplyd_prsn_cns_prfsnl_scntf_tchnl_srvc, nmbr_bsnsss_indstry_30_jne_fnncl_insrnce_srvcs_nm, ocptns_dbtrs_entrg_bsn_n_rltd_prsnl_inslvc_yr_end_30_jne_mchnry, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_srvcs_pc, ocptns_dbtrs_entrg_bsn_n_rltd_prsnl_inslvc_yr_end_30_jne_clr_ad, patent_trademark_applicants_year_ending_31_december_num, registered_motor_vehicles_type_vehicle_31_january_buses_num, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_rtl_trde_pc, business_entries_year_ended_30_june_number_non_employing_num, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_cnstrctn_pc, ocptns_dbtrs_entrg_bsn_n_rltd_prsnl_inslvc_yr_end_30_jne_lbrs_n, number_businesses_30_june_of_non_employing_num, building_approvals_year_ended_30_june_value_residential_m, indstry_emplynt_prtn_of_emplyd_prsn_cns_trnsp_pstl_wrhsng_pc, business_exits_year_ended_30_june_total_number_num, ocptns_dbtrs_entrg_bsn_n_rltd_prsnl_inslvc_yr_end_30_jne_or_unk, rsdntl_prty_prcs_yr_end_30_jne_atchd_dwlngs_nmbr_trnsf_nm, indstry_emplynt_prtn_of_emplyd_prsn_cns_hlt_cre_scl_astnce_pc, rgstrd_mtr_vhcls_type_vhcle_31_jnry_lght_cmmrcl_nm, prsnl_inslvncs_yr_endd_30_jne_ttl_dbtrs_entrng_bsnss_rltd_nm, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_ttl_nm, rsdntl_prprty_prcs_yr_endd_30_jne_attchd_dwllngs_mdn_sle_prce, gccsa_code_2016, ocptns_dbtrs_entrg_bsn_n_rltd_prsnl_inslvc_yr_end_30_jne_sl_wrk, indstry_emplynt_prtn_of_emplyd_prsn_cns_rntl_hrng_rl_est_srvc_p, registered_motor_vehicles_type_fuel_31_january_diesel_num, indstry_emplynt_prtn_of_emplyd_prsn_cns_pblc_admnstr_sfty_pc, ocptns_dbtrs_entrg_bsn_n_rltd_prsnl_inslvc_yr_end_30_jne_mngrs, number_of_businesses_by_industry_as_at_30_june_retail_trade_num, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_edctn_trnng_pc, bldng_apprvls_yr_endd_30_jne_vle_prvte_sctr_hss_m, rsdntl_prprty_prcs_yr_endd_30_jne_hss_mdn_sle_prce, nmbr_bsnsss_indstry_30_jne_elctrcty_gs_wtr_wste_srvcs_nm, slctd_cs_prsnl_inslvc_yr_end_30_jne_n_bsn_rltd_csd_unmplyt_ls_o, number_businesses_30_june_total_number_of_businesses_num, number_businesses_industry_30_june_currently_unknown_num, bsnss_exts_yr_endd_30_jne_nmbr_emplyng_20_emplys_nm, bldng_aprvls_yr_end_30_jne_vle_prvte_sctr_dwlngs_excldng_hs_m, bldng_apprvls_yr_endd_30_jne_prvte_sctr_dwllngs_excldng_hss_nm, number_businesses_30_june_of_employing_5_19_employees_num, business_entries_year_ended_30_june_total_number_num, prsnl_inslvncs_yr_endd_30_jne_ttl_dbtrs_entrng_nm, number_businesses_30_june_of_employing_20_employees_num, rgstrd_mtr_vhcls_type_vhcle_31_jnry_lght_rgd_trcks_nm, indstry_emplynt_prtn_of_emplyd_prsn_cns_fncl_insrce_srvc_pc, building_approvals_year_ended_30_june_private_sector_houses_num, nmbr_bsnsss_indstry_30_jne_hlth_cre_scl_assstnce_nm, nmbr_bsnsss_indstry_30_jne_pblc_admnstrtn_sfty_nm, slctd_cs_prsnl_inslvc_yr_end_30_jne_n_bsn_rltd_csd_excsv_use_of, bsnss_exts_yr_endd_30_jne_nmbr_emplyng_5_19_emplys_nm, indstry_emplynt_prtn_of_emplyd_prsn_cns_admnstrve_sprt_srvc_pc, indstry_emplynt_prtn_of_emplyd_prsn_cns_acmdtn_fd_srvc_pc, registered_motor_vehicles_type_fuel_31_january_electric_num, ocptns_dbtrs_entrg_bsn_n_rltd_prsnl_inslvc_yr_end_30_jne_tchns, bsnss_exts_yr_endd_30_jne_nmbr_emplyng_1_4_emplys_nm, nmbr_bsnsss_indstry_30_jne_agrcltre_frstry_fshng_nm, building_approvals_year_ended_30_june_value_non_residential_m, nmbr_bsnsss_indstry_30_jne_infrmtn_mda_tlcmmnctns_nm, building_approvals_year_ended_30_june_total_dwelling_units_num, bsnss_entrs_yr_endd_30_jne_nmbr_emplyng_1_4_emplys_nm, number_businesses_industry_30_june_of_by_total_num, building_approvals_year_ended_30_june_value_of_total_building_m, registered_motor_vehicles_type_vehicle_31_january_passenger_num, nmbr_bsnsss_indstry_30_jne_trnsprt_pstl_wrhsng_nm, number_businesses_industry_30_june_services_num, number_of_businesses_by_industry_as_at_30_june_mining_num, ptnt_trdmrk_applcnts_yr_endng_31_dcmbr_nm, nmbr_bsnsss_indstry_30_jne_accmmdtn_fd_srvcs_nm, indstry_emplynt_prtn_of_emplyd_prsn_cns_indqtly_dscrb_std_pc, prsnl_inslvncs_yr_endd_30_jne_ttl_dbtrs_entrng_nn_bsnss_rltd_nm, indstry_emplynt_prtn_of_emplyd_prsn_cns_agrclte_frsty_fshng_pc, rgstrd_mtr_vhcls_type_vhcle_31_jnry_artcltd_trcks_nm, registered_motor_vehicles_type_fuel_31_january_lpgdualother_num, bsnss_entrs_yr_endd_30_jne_nmbr_emplyng_20_emplys_nm, ocptns_dbtrs_entrg_bsn_n_rltd_prsnl_inslvc_yr_end_30_jne_prfsnl, slctd_cs_prsnl_inslvc_yr_end_30_jne_bsn_rltd_csd_ecnm_cndts_nm, nmbr_bsnsss_indstry_30_jne_rntl_hrng_rl_estte_srvcs_nm, ocptns_dbtrs_entrg_bsn_n_rltd_prsnl_inslvc_yr_end_30_jne_cmnty, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_mnng_pc, yr, nmbr_bsnsss_indstry_30_jne_prfssnl_scntfc_tchncl_srvcs_nm, number_businesses_industry_30_june_education_training_num, registered_motor_vehicles_type_fuel_31_january_petrol_num, bldng_apprvls_yr_endd_30_jne_ttl_prvte_sctr_dwllng_unts_nm
648513,17746,2764,null,55559,1072733,116506,5691,2313710,7457,null,41464,"Rest of NSW",592501,null,null,5876,39942,65139,null,813,null,8479,1553,11073,null,16478,326,null,280,null,13541,null,19300,null,468,140903,5895,null,24527,291,9051,null,525198,508,null,412000,"1RNSW",269,null,713380,null,265,13737,null,4281,470000,828,828,235661,423,140,1410,4959,24516,27748,3061,5106,22972,null,11096,13387,600,886,1250,null,null,359,471,5389,46125,3429,1355,16146,7569,235661,9324,1551215,12706,11169,662,null,10261,null,2551,null,16189,32740,77,261,125,20493,430,null,2019,20016,2885,1563963,16055
1253001,55465,7722,null,46790,1237917,133097,15602,3418821,25913,null,38256,"Greater Sydney",927957,null,null,22517,89506,162209,null,1839,null,18246,2053,8680,null,55873,569,null,664,null,14333,null,68279,null,656,342241,15935,null,74785,362,29292,null,397801,746,null,710000,"1GSYD",416,null,617747,null,549,30978,null,7413,920000,1513,1101,563052,1570,410,8189,24560,45321,94862,4863,13285,33084,null,16463,34938,2350,1586,2282,null,null,1883,619,16631,5222,13240,8233,41280,24449,563052,29175,2774282,52325,21536,791,null,21191,null,4113,null,8563,61994,296,516,156,66498,522,null,2019,87053,9075,2733149,41023
353431,10089,1584,null,33742,723786,70739,4553,1426231,3806,null,23443,"Rest of Vic.",348299,null,null,3304,23874,36487,null,479,null,5318,1817,6153,null,9299,120,null,117,null,7647,null,11196,null,221,86279,4725,null,13554,119,4437,null,321200,228,null,290000,"2RVIC",111,null,423080,null,137,7813,null,4248,365000,445,309,139210,253,72,305,1108,13438,15627,1260,3002,11243,null,11698,6394,290,333,608,null,null,252,190,2778,32216,2157,638,12874,3891,139210,6881,958419,7724,6207,314,null,6218,null,1037,null,15120,50925,58,94,69,11858,161,null,2019,10294,1359,951957,12806
1182417,51154,6822,null,50641,1424304,124092,18671,3585762,21786,null,46408,"Greater Melbourne",977715,null,null,21219,84532,121815,null,1691,null,18548,5200,7945,null,48786,359,null,472,null,13636,null,66132,null,399,324792,19058,null,65336,234,29202,null,405851,709,null,550000,"2GMEL",321,null,678402,null,439,27806,null,10976,712000,1469,712,497956,1406,396,7695,22321,39575,85393,3454,11778,26348,null,24970,30396,1763,1100,2060,null,null,2318,489,11720,6603,11205,5758,47591,17323,497956,30263,2939973,47620,19719,535,null,19970,null,2748,null,12031,97228,248,392,154,55462,358,null,2019,70236,7526,2807775,47291
655174,22228,2635,null,30487,775336,91317,5825,1968106,9621,null,31220,"Greater Brisbane",526320,null,null,7090,35017,53419,null,801,null,7586,3597,7354,null,20356,445,null,547,null,9545,null,25155,null,487,133040,6151,null,28827,266,10402,null,349526,716,null,390075,"3GBRI",327,null,496342,null,346,11658,null,3993,540000,658,936,211092,518,184,1832,6493,19165,34022,3818,5460,18822,null,11669,14642,686,1176,1112,null,null,574,586,5305,5308,5280,1969,18536,7951,211092,11431,1448252,18303,9486,771,null,7811,null,3105,null,9152,27720,111,387,139,23301,419,null,2019,30232,3442,1443418,18162
562554,21961,2759,null,44622,1005932,115738,5372,2148115,9180,null,32510,"Rest of Qld",565261,null,null,6477,42316,60511,null,859,null,8860,1923,9799,null,17298,442,null,499,null,11925,null,23265,null,659,154055,5661,null,28924,379,16379,null,510324,909,null,385000,"3RQLD",382,null,686212,null,423,13777,null,3702,435000,704,1110,244020,537,172,1671,4640,23567,31928,4399,5891,21649,null,9721,12974,706,1149,1271,null,null,363,696,5519,35203,3188,1594,14559,7715,244020,8848,1418833,14609,12508,980,null,9862,null,3493,null,13452,22338,90,390,251,28756,543,null,2019,21871,3053,1439202,14361
107,null,null,null,5,213,23,null,433,null,null,null,"Other Territories",104,null,null,null,null,null,null,null,null,null,null,3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,94,null,null,null,"9OTER",null,null,112,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,304,null,null,null,null,null,null,null,null,null,11,null,null,null,null,null,null,2019,null,null,312,null
75090,2365,255,null,8756,211109,17444,493,371362,749,null,5389,"Rest of SA",84542,null,null,836,4386,9121,null,126,null,1434,266,1987,null,1878,54,null,26,null,1611,null,2305,null,79,22284,521,null,3086,51,587,null,92397,56,null,186000,"4RSAU",23,null,118514,null,38,2120,null,474,285000,168,118,36152,70,20,19,69,4036,3143,376,718,2147,null,1609,1040,67,97,158,null,null,33,41,542,13127,326,100,1681,689,36152,847,241648,1688,1514,137,null,1408,null,318,null,5236,2398,16,29,21,3381,44,null,2019,1626,173,250389,1678
279603,10998,1272,null,14024,502477,37717,2557,1053057,4926,null,15963,"Greater Adelaide",270213,null,null,4248,18970,24336,null,419,null,4768,1625,2902,null,13249,108,null,131,null,4283,null,13004,null,171,78309,2617,null,13700,161,6766,null,127262,231,null,382000,"4GADE",104,null,186180,null,121,6257,null,1945,475000,362,334,115257,370,79,612,2637,9805,16392,1251,2805,5456,null,6306,8397,339,351,551,null,null,283,174,2075,3937,1801,930,9071,2901,115257,4418,855990,8762,5021,344,null,4536,null,1015,null,3810,5836,66,131,54,14381,152,null,2019,12815,1383,860705,8943
436966,19498,2217,null,29570,735087,85494,3997,1648913,7441,null,23126,"Greater Perth",476862,null,null,5946,32494,41881,null,671,null,7144,3156,4856,null,18454,353,null,355,null,9667,null,20824,null,309,120986,4182,null,24605,229,7493,null,246765,696,null,385000,"5GPER",229,null,387577,null,319,9687,null,3218,490000,603,733,184523,513,167,779,2808,16798,27129,2926,4870,13217,null,9960,11490,610,696,863,null,null,674,503,4083,3690,3222,1470,13212,5548,184523,7403,1248531,16989,8234,2476,null,6913,null,2232,null,7788,24532,92,328,232,20560,302,null,2019,25271,2311,1236200,12768
98490,3508,346,null,22328,280289,33038,738,501393,1384,null,6228,"Rest of WA",122644,null,null,991,7354,12214,null,156,null,1772,1886,2956,null,2995,106,null,54,null,4427,null,3354,null,107,28577,823,null,4647,66,1136,null,134100,151,null,245000,"5RWAU",41,null,212589,null,57,2750,null,704,325000,184,193,47255,111,34,35,134,5240,4673,657,1219,5126,null,2003,1687,89,158,245,null,null,67,107,855,12622,661,158,2221,1141,47255,1484,289881,2425,2343,394,null,1954,null,504,null,7655,6581,19,57,45,4475,77,null,2019,2845,365,282179,2137
50670,1344,261,null,3201,110044,7628,519,207434,676,null,3812,"Greater Hobart",46727,null,null,431,2814,4011,null,85,null,735,756,1898,null,1236,19,null,23,null,1311,null,1741,null,43,10230,549,null,1857,27,1406,null,38806,23,null,380000,"6GHOB",18,null,47035,null,26,1094,null,471,470000,46,73,16543,41,21,47,148,1801,2391,252,503,1663,null,1389,1390,64,92,106,null,null,157,42,383,706,445,125,1645,555,16543,993,151827,1352,711,37,null,987,null,223,null,327,909,8,15,9,1607,32,null,2019,2008,225,159264,1537
57988,1679,240,null,6125,165942,12871,424,284301,601,null,6672,"Rest of Tas.",60371,null,null,579,3418,5662,null,88,null,1024,185,3135,null,1417,51,null,32,null,1686,null,1735,null,69,13690,451,null,2284,43,1138,null,70375,46,null,262750,"6RTAS",29,null,82240,null,26,1517,null,410,306000,70,90,22692,53,21,14,65,2706,2463,367,636,2334,null,1395,1080,64,123,128,null,null,87,52,463,4844,258,114,1528,627,22692,709,185921,1210,1066,78,null,1232,null,324,null,1698,1370,15,21,18,2241,51,null,2019,1680,172,200565,1460
12254,318,53,null,1948,22015,1756,41,46533,168,null,313,"Rest of NT",12250,null,null,77,642,878,null,17,null,94,115,96,null,180,10,null,10,null,1715,null,356,null,10,2139,138,null,418,3,164,null,14235,10,null,359000,"7RNTE",3,null,22711,null,4,338,null,26,425000,9,10,3831,19,3,15,52,615,510,81,202,258,null,63,176,18,40,21,null,null,3,10,72,449,115,26,255,132,3831,253,25774,278,230,19,null,251,null,73,null,633,225,3,17,3,478,18,null,2019,269,49,23593,115
