estimated_resident_population_persons_30_june_34_years_pc, overseas_born_population_census_born_southern_eastern_europe_pc, estimated_resident_population_females_30_june_70_74_years_pc, estimated_resident_population_persons_30_june_20_24_years_pc, estimated_resident_population_persons_30_june_60_64_years_num, estimated_resident_population_females_30_june_50_54_years_num, estmd_rsdnt_pltn_smry_stc_30_jne_wrkng_age_agd_15_64_yrs_nm, estimated_resident_population_persons_30_june_65_69_years_pc, estimated_resident_population_females_30_june_40_44_years_pc, estimated_resident_population_females_30_june_34_years_pc, gccsa_name_2016, estimated_resident_population_males_30_june_40_44_years_pc, estimated_resident_population_females_30_june_55_59_years_num, estimated_resident_population_males_30_june_males_85_pc, population_density_as_at_30_june_population_density_personskm2, estimated_resident_population_males_30_june_60_64_years_num, estmtd_rsdnt_ppltn_smmry_sttstcs_30_jne_fmls_ttl_nm, estimated_resident_population_persons_30_june_20_24_years_num, overseas_born_population_census_born_in_south_east_asia_pc, estimated_resident_population_males_30_june_65_69_years_pc, estimated_resident_population_males_30_june_15_19_years_num, estimated_resident_population_males_30_june_50_54_years_num, estimated_resident_population_females_30_june_25_29_years_pc, estimated_resident_population_males_30_june_males_5_9_years_pc, estmd_rsdnt_pltn_smry_stc_30_jne_wrkng_age_agd_15_64_yrs_pc, estimated_resident_population_persons_30_june_5_9_years_pc, estimated_resident_population_females_30_june_females_85_pc, estmtd_rsdnt_ppltn_smmry_sttstcs_30_jne_prsns_ttl_nm, estimated_resident_population_males_30_june_10_14_years_num, estimated_resident_population_females_30_june_65_69_years_num, religious_affiliation_census_other_religions_pc, estimated_resident_population_persons_30_june_55_59_years_num, estimated_resident_population_males_30_june_15_19_years_pc, estimated_resident_population_females_30_june_40_44_years_num, estimated_resident_population_persons_30_june_0_4_years_num, estimated_resident_population_persons_30_june_34_years_num, estimated_resident_population_females_30_june_20_24_years_pc, estimated_resident_population_persons_30_june_80_84_years_pc, estimated_resident_population_females_30_june_15_19_years_num, estimated_resident_population_males_30_june_males_0_4_years_num, estimated_resident_population_females_30_june_0_4_years_pc, australian_citizenship_census_australian_citizenship_stated_pc, brths_dths_yr_endd_31_dcmbr_and_stndrdsd_dth_rte_pr_1000_ppltn, estimated_resident_population_males_30_june_males_5_9_years_num, speaks_language_english_home_census_a_other_than_at_pc, estimated_resident_population_persons_30_june_50_54_years_pc, estimated_resident_population_females_30_june_10_14_years_pc, estimated_resident_population_females_30_june_75_79_years_pc, estimated_resident_population_persons_30_june_70_74_years_num, estimated_resident_population_females_30_june_females_85_num, estimated_resident_population_females_30_june_25_29_years_num, estimated_resident_population_females_30_june_65_69_years_pc, estimated_resident_population_males_30_june_80_84_years_num, religious_affiliation_census_buddhism_pc, estimated_resident_population_males_30_june_20_24_years_num, internal_overseas_migration_30_june_internal_arrivals_num, estimated_resident_population_males_30_june_20_24_years_pc, estimated_resident_population_females_30_june_20_24_years_num, estimated_resident_population_persons_30_june_10_14_years_num, estimated_resident_population_males_30_june_80_84_years_pc, religious_affiliation_census_no_religion_secular_beliefs_pc, estimated_resident_population_males_30_june_60_64_years_pc, estimated_resident_population_persons_30_june_35_39_years_num, religious_affiliation_census_inadequately_described_stated_pc, estimated_resident_population_persons_30_june_5_9_years_num, estimated_resident_population_females_30_june_75_79_years_num, estimated_resident_population_persons_30_june_persons_85_pc, estimated_resident_population_males_30_june_75_79_years_num, brths_dths_yr_endd_31_dcmbr_and_ttl_frtlty_rte_pr_fmle, estimated_resident_population_males_30_june_35_39_years_pc, estimated_resident_population_males_30_june_35_39_years_num, estimated_resident_population_females_30_june_50_54_years_pc, gccsa_code_2016, estimated_resident_population_females_30_june_10_14_years_num, estimated_resident_population_males_30_june_males_0_4_years_pc, estimated_resident_population_persons_30_june_25_29_years_pc, estimated_resident_population_females_30_june_60_64_years_pc, estimated_resident_population_persons_30_june_45_49_years_pc, estimated_resident_population_persons_30_june_25_29_years_num, religious_affiliation_census_christianity_pc, estimated_resident_population_persons_30_june_40_44_years_num, australian_citizenship_census_not_an_australian_citizen_pc, overseas_born_population_census_total_born_overseas_pc, internal_overseas_migration_30_june_internal_departures_num, estimated_resident_population_females_30_june_70_74_years_num, estimated_resident_population_persons_30_june_15_19_years_pc, estimated_resident_population_persons_30_june_55_59_years_pc, overseas_born_population_census_north_africa_middle_east_pc, religious_affiliation_census_hinduism_pc, estimated_resident_population_persons_30_june_80_84_years_num, estimated_resident_population_males_30_june_34_years_pc, overseas_born_population_census_born_in_north_east_asia_pc, internal_overseas_migration_30_june_net_internal_migration_num, estimated_resident_population_persons_30_june_0_4_years_pc, internal_overseas_migration_30_june_overseas_arrivals_num, religious_affiliation_census_islam_pc, estimated_resident_population_males_30_june_25_29_years_num, estimated_resident_population_males_30_june_70_74_years_num, estimated_resident_population_persons_30_june_15_19_years_num, estimated_resident_population_persons_30_june_70_74_years_pc, estimated_resident_population_females_30_june_80_84_years_num, estimated_resident_population_males_30_june_34_years_num, estimated_resident_population_males_30_june_70_74_years_pc, estimated_resident_population_persons_30_june_40_44_years_pc, estimated_resident_population_females_30_june_5_9_years_pc, overseas_born_population_census_born_in_americas_pc, estimated_resident_population_persons_30_june_50_54_years_num, overseas_born_population_census_born_southern_central_asia_pc, aboriginal_torres_strait_islander_peoples_census_and_pc, estimated_resident_population_males_30_june_65_69_years_num, religious_affiliation_census_judaism_pc, estimated_resident_population_females_30_june_35_39_years_num, estimated_resident_population_males_30_june_40_44_years_num, estimated_resident_population_males_30_june_45_49_years_pc, estimated_resident_population_males_30_june_55_59_years_pc, estimated_resident_population_persons_30_june_60_64_years_pc, estimated_resident_population_persons_30_june_persons_85_num, australian_citizenship_census_australian_citizen_pc, estimated_resident_population_females_30_june_15_19_years_pc, estimated_resident_population_males_30_june_10_14_years_pc, estimated_resident_population_females_30_june_80_84_years_pc, estimated_resident_population_males_30_june_50_54_years_pc, estimated_resident_population_females_30_june_45_49_years_pc, estimated_resident_population_persons_30_june_35_39_years_pc, estmtd_rsdnt_ppltn_smmry_sttstcs_30_jne_mls_ttl_nm, estmtd_rsdnt_ppltn_smmry_sttstcs_30_jne_mdn_age_fmls_yrs, overseas_born_population_census_born_in_north_west_europe_pc, estimated_resident_population_females_30_june_35_39_years_pc, estimated_resident_population_females_30_june_55_59_years_pc, estimated_resident_population_females_30_june_45_49_years_num, internal_overseas_migration_30_june_net_overseas_migration_num, ovrss_brn_ppltn_cnss_ocna_antrctca_excldng_astrla_pc, estimated_resident_population_males_30_june_males_85_num, estimated_resident_population_males_30_june_25_29_years_pc, internal_overseas_migration_30_june_overseas_departures_num, estimated_resident_population_males_30_june_45_49_years_num, births_deaths_year_ended_31_december_and_num, estimated_resident_population_females_30_june_34_years_num, religious_affiliation_census_other_spiritual_beliefs_pc, estimated_resident_population_males_30_june_75_79_years_pc, estmtd_rsdnt_ppltn_smmry_sttstcs_30_jne_mdn_age_prsns_yrs, estimated_resident_population_persons_30_june_75_79_years_pc, estimated_resident_population_females_30_june_0_4_years_num, estmtd_rsdnt_ppltn_smmry_sttstcs_30_jne_mdn_age_mls_yrs, estimated_resident_population_persons_30_june_65_69_years_num, brths_dths_yr_endd_31_dcmbr_and_nm, estimated_resident_population_females_30_june_60_64_years_num, yr, estimated_resident_population_persons_30_june_10_14_years_pc, estimated_resident_population_persons_30_june_75_79_years_num, estimated_resident_population_females_30_june_5_9_years_num, estimated_resident_population_males_30_june_55_59_years_num, estimated_resident_population_persons_30_june_45_49_years_num, overseas_born_population_census_born_in_sub_saharan_africa_pc
5.7,null,5.4,5.8,184619,87521,1683397,6.1,5.6,5.8,"Rest of NSW",5.5,97825,2.1,3.5,90357,1403708,160731,null,6.2,85215,82337,5.7,6.6,60.6,6.4,3.2,2777654,91270,86240,null,191413,6.2,79027,162987,159382,5.5,2.7,81025,83395,5.7,null,null,90404,null,6.1,6.2,4.0,151184,44925,79369,6.1,33383,null,83181,96196,6.1,77550,178548,2.4,null,6.6,156891,null,176401,55532,2.6,52024,null,5.6,76723,6.2,"1RNSW",87278,6.1,5.8,6.7,6.4,161421,null,154796,null,null,92704,75399,6.0,6.9,null,null,73628,5.7,null,3492,5.9,22513,null,82052,75785,166240,5.4,40245,78599,5.5,5.6,6.1,null,169858,null,null,84551,null,80168,75769,6.3,6.8,6.6,73162,null,5.8,6.6,2.9,6.0,6.5,5.6,1373946,43.2,null,5.7,7.0,90970,12236,null,28237,6.0,10277,87076,null,80783,null,3.8,42.2,3.9,79592,41.1,170791,null,94262,2019,6.4,107556,85997,93588,178046,null
8.3,null,3.7,7.5,262680,157114,3587162,4.2,6.6,8.4,"Greater Sydney",6.7,154236,1.5,429.5,127020,2670280,397981,null,4.0,159812,150935,8.4,6.5,67.5,6.3,2.4,5312163,160172,115561,null,302986,6.0,175025,335988,443265,7.2,1.8,148628,172759,6.1,null,null,172100,null,5.8,5.6,2.6,190677,63094,224767,4.3,42201,null,204660,80637,7.7,193321,310875,1.6,null,4.8,411475,null,334959,70212,1.9,63034,null,7.8,206800,5.9,"1GSYD",150703,6.5,8.5,5.1,6.6,452148,null,351439,null,null,106192,98573,5.8,5.7,null,null,94717,8.3,null,-25555,6.3,168179,null,227381,92104,308440,3.6,52516,219853,3.5,6.6,6.1,null,308049,null,null,106841,null,204675,176414,6.5,5.6,4.9,102137,null,5.6,6.1,2.0,5.7,6.6,7.7,2641883,36.6,null,7.7,5.8,176695,73919,null,39043,8.6,94260,172004,null,223412,null,2.4,35.8,2.5,163229,35.1,222402,null,135660,2019,5.9,133246,162859,148750,348699,null
5.8,null,5.3,5.8,101921,49069,926642,6.3,5.7,5.9,"Rest of Vic.",5.6,53799,2.0,7.0,49600,765620,88378,null,6.3,46806,46406,5.7,6.5,61.0,6.3,3.1,1517846,49076,48410,null,104718,6.2,43344,88411,87789,5.4,2.5,43943,45296,5.6,null,null,48897,null,6.3,6.0,3.8,82118,24056,43993,6.3,17692,null,46723,64448,6.2,41655,95060,2.4,null,6.6,85783,null,94891,29246,2.6,27651,null,5.5,41424,6.4,"2RVIC",45984,6.0,5.9,6.8,6.4,89607,null,85398,null,null,54502,40953,6.0,6.9,null,null,38451,5.7,null,9946,5.8,11729,null,45614,41165,90749,5.4,20759,42821,5.5,5.6,6.0,null,95475,null,null,47656,null,44359,42054,6.3,6.8,6.7,39310,null,5.7,6.5,2.7,6.2,6.5,5.7,752226,43.4,null,5.8,7.0,49652,7110,null,15254,6.1,4619,47172,null,44968,null,3.7,42.3,3.7,43115,41.2,96066,null,52321,2019,6.3,56897,45994,50919,96824,null
8.5,null,3.7,7.9,244947,153045,3448726,4.1,6.5,8.6,"Greater Melbourne",6.6,143900,1.5,508.2,118592,2563488,399780,null,3.9,149314,144782,8.6,6.5,67.9,6.2,2.3,5078193,149280,109245,null,280882,5.9,165750,316230,434040,7.6,1.8,142434,162907,6.0,null,null,162499,null,5.9,5.5,2.6,179868,60156,219506,4.3,40983,null,206069,94274,8.2,193711,290919,1.6,null,4.7,391807,null,316588,67882,1.9,59781,null,7.8,196034,6.0,"2GMEL",141639,6.5,8.7,4.9,6.6,441870,null,331444,null,null,92022,94100,5.7,5.5,null,null,92511,8.5,null,2252,6.2,153314,null,222364,85768,291748,3.5,51528,214297,3.4,6.5,6.0,null,297827,null,null,98691,null,195773,165694,6.5,5.4,4.8,97752,null,5.6,5.9,2.0,5.8,6.7,7.7,2514705,36.4,null,7.6,5.6,171309,77369,null,37596,8.8,75945,163072,null,219743,null,2.4,35.6,2.5,153323,34.8,207936,null,126355,2019,5.7,127663,154089,136982,334381,null
7.7,null,3.8,7.6,122980,76907,1677008,4.3,6.6,7.7,"Greater Brisbane",6.5,73420,1.2,158.7,59629,1272140,190811,null,4.2,79518,73456,8.0,7.0,66.7,6.7,2.0,2514184,84037,56294,null,143998,6.4,83447,160355,192530,7.5,1.6,76332,82380,6.1,null,null,86668,null,6.0,6.2,2.5,93000,25784,101720,4.4,18404,null,95420,93861,7.7,95391,163098,1.5,null,4.8,182329,null,169186,32327,1.6,29595,null,7.3,90083,6.0,"3GBRI",79061,6.6,8.0,5.0,6.8,202226,null,164486,null,null,77947,47747,6.2,5.7,null,null,40560,7.6,null,15914,6.4,55597,null,100506,45253,155850,3.7,22156,94528,3.6,6.5,6.5,null,150363,null,null,51882,null,92246,81039,6.8,5.7,4.9,40879,null,6.0,6.8,1.7,5.9,6.9,7.3,1242044,36.3,null,7.3,5.8,87462,18789,null,15095,8.1,36808,83973,null,98002,null,2.4,35.6,2.5,77975,34.9,108176,null,63351,2019,6.5,61922,82518,70578,171435,null
6.3,null,4.7,6.0,155504,83760,1627759,5.5,6.2,6.4,"Rest of Qld",6.0,87295,1.6,1.5,76255,1303534,153714,null,5.5,83101,79191,6.4,6.8,63.1,6.6,2.4,2580326,88747,70711,null,170339,6.5,80426,155287,163038,5.8,2.1,78425,79707,5.8,null,null,86381,null,6.3,6.5,3.3,124252,30685,83636,5.4,25550,null,77694,103406,6.1,76020,172844,2.0,null,6.0,161723,null,169049,43177,2.0,41838,null,6.1,78457,6.4,"3RQLD",84097,6.2,6.5,6.1,6.8,166526,null,156497,null,null,96489,61600,6.3,6.6,null,null,54599,6.2,null,6917,6.0,34398,null,82890,62652,161526,4.8,29049,79215,4.9,6.1,6.3,null,162951,null,null,69928,null,83266,76071,6.7,6.5,6.0,50882,null,6.0,7.0,2.2,6.2,6.9,6.3,1276792,40.3,null,6.4,6.7,90067,13584,null,20197,6.5,20814,85874,null,83823,null,3.3,39.6,3.3,75580,38.8,140639,null,79249,2019,6.7,85015,82668,83044,175941,null
6.8,null,4.7,4.3,350,163,3020,7.2,6.3,5.9,"Other Territories",6.4,168,1.4,18.1,177,2128,200,null,7.3,107,169,3.7,6.8,65.0,6.4,1.4,4643,146,152,null,372,4.3,134,198,315,3.9,1.9,121,89,5.1,null,null,170,null,7.2,6.3,3.0,215,29,78,7.1,43,null,118,null,4.7,82,281,1.7,null,7.0,312,null,298,64,1.4,82,null,6.7,169,7.7,"9OTER",135,3.5,5.2,8.1,8.1,241,null,296,null,null,null,99,4.9,8.0,null,null,87,7.5,null,null,4.3,null,null,163,116,228,4.6,44,189,4.6,6.4,6.0,null,332,null,null,183,null,143,162,7.7,8.1,7.5,63,null,5.7,5.8,2.1,6.7,8.5,6.7,2515,45.3,null,6.7,7.9,180,null,null,34,6.5,null,194,null,126,null,3.3,44.1,3.1,109,43.1,335,null,173,2019,6.1,146,128,204,374,null
5.5,null,6.1,5.0,28252,12685,233619,7.0,5.3,5.5,"Rest of SA",5.3,14563,2.2,0.4,14262,195220,19451,null,7.0,11816,12868,5.1,6.2,59.6,6.0,3.2,392203,12362,13438,null,29037,6.0,10388,21184,21605,4.7,2.7,11177,10749,5.3,null,null,12134,null,6.5,6.1,4.3,24056,6298,9956,6.9,5041,null,10281,16114,5.2,9170,24297,2.6,null,7.2,20861,null,23654,8442,2.7,8314,null,5.3,10440,6.5,"4RSAU",11935,5.5,5.2,7.2,6.3,20336,null,20765,null,null,16158,11878,5.9,7.4,null,null,10764,5.5,null,-44,5.4,1942,null,10380,12178,22993,6.1,5723,10854,6.2,5.3,5.9,null,25553,null,null,13830,null,10421,10377,6.3,7.3,7.2,10605,null,5.7,6.3,2.9,6.5,6.4,5.3,196983,45.8,null,5.3,7.5,12450,1159,null,4307,5.3,783,12316,null,10751,null,4.2,45.2,4.3,10435,44.6,27268,null,13990,2019,6.2,16756,11520,14474,24766,null
7.0,null,4.6,7.1,77798,43582,881221,5.1,6.0,7.0,"Greater Adelaide",6.2,43801,1.9,417.1,37309,691215,96612,null,4.9,40832,41577,6.9,6.3,64.8,6.0,3.2,1359760,40361,36585,null,85658,6.1,41700,78513,95725,6.8,2.3,38880,40632,5.5,null,null,42274,null,6.3,5.6,3.3,61099,21842,48033,5.3,13661,null,49522,26734,7.4,47090,79096,2.0,null,5.6,92008,null,82215,23005,2.6,19445,null,6.8,45516,6.3,"4GADE",38735,6.1,7.1,5.9,6.6,96133,null,83281,null,null,30648,32111,5.9,6.3,null,null,31104,7.1,null,-3914,5.8,23567,null,48100,28988,79712,4.5,17443,47211,4.3,6.1,5.8,null,85159,null,null,32651,null,46492,41581,6.6,6.3,5.7,34826,null,5.6,6.0,2.5,6.2,6.5,6.8,668545,40.0,null,6.7,6.3,45091,12900,null,12984,7.2,10667,44044,null,48514,null,2.9,38.8,3.1,37881,37.7,69236,null,40489,2019,5.8,42450,39941,41857,89135,null
7.9,null,3.9,6.8,108086,65333,1379063,4.5,6.5,8.0,"Greater Perth",6.6,62736,1.4,325.1,52305,1049931,142499,null,4.4,62865,63550,7.4,6.7,66.1,6.5,2.3,2085973,66764,48620,null,123259,6.1,68314,136862,165711,6.6,1.8,59967,70726,6.3,null,null,69476,null,6.2,6.0,2.7,79262,23625,77591,4.6,17192,null,73075,43789,7.1,69424,129314,1.7,null,5.0,155310,null,136077,28720,1.8,26120,null,7.5,77651,6.2,"5GPER",62550,6.8,7.5,5.3,6.7,155510,null,136300,null,null,45191,40568,5.9,5.9,null,null,38471,7.9,null,-1402,6.6,41182,null,77919,38694,122832,3.8,21279,81628,3.7,6.5,6.3,null,128883,null,null,45530,null,77659,67986,6.7,5.8,5.2,37934,null,5.7,6.4,2.0,6.1,6.8,7.4,1036042,37.4,null,7.4,6.0,70944,13970,null,14309,7.5,27212,69729,null,84083,null,2.5,36.7,2.6,66136,36.0,94150,null,55781,2019,6.2,54840,66601,60523,140673,null
